,mse,rmse,mae,mape,directional_accuracy
ARIMA,97395.31124426315,312.08221872491094,216.2611427762305,0.9988200302470549,0.47580645161290325
Prophet,4938523.438512208,2222.278884053981,1886.122973835855,8.84234023028247,0.5362903225806451
XGBoost,91504.87336583852,302.49772456307585,204.65336335844822,0.9433226905534867,0.4637096774193548
